6	7	8	9	10	11	12	13	14	16	18	20	22	24	25	
6	7	8	9	10	11	12	13	15	17	18	19	20	22	24	
6	7	8	10	11	12	13	14	16	17	18	20	22	24	25	
6	7	9	10	11	12	13	14	15	16	17	18	20	21	24	
6	7	9	10	11	12	13	14	15	16	18	19	20	24	25	
6	7	9	10	11	12	13	14	16	17	18	20	22	24	25	
6	7	9	10	11	12	13	15	17	18	19	20	21	22	24	
6	7	9	10	11	12	13	15	17	18	19	20	21	24	25	
6	7	9	10	11	12	13	15	17	18	19	20	22	24	25	
6	7	9	10	11	12	13	15	17	18	19	21	22	24	25	
6	7	9	10	12	13	14	15	17	18	19	20	21	22	24	
6	7	9	10	12	13	14	15	17	18	19	20	21	24	25	
6	7	9	10	12	13	15	17	18	19	20	21	22	24	25	
6	7	9	11	12	13	15	17	18	19	20	21	22	24	25	
6	9	10	11	12	13	14	15	17	18	19	20	21	22	24	
7	8	9	10	11	12	13	14	15	16	17	18	20	21	24	
7	8	9	10	11	12	13	14	15	16	17	18	20	24	25	
7	8	9	10	11	12	13	14	15	16	17	18	22	24	25	
7	8	9	10	11	12	13	14	15	16	17	19	20	21	24	
7	8	9	10	11	12	13	14	15	16	17	20	22	24	25	
7	8	9	10	11	12	13	14	15	16	18	19	20	21	22	
7	8	9	10	11	12	13	14	15	16	18	20	22	24	25	
7	8	9	10	11	12	13	14	15	17	18	20	21	22	24	
7	8	9	10	11	12	13	14	16	17	18	19	20	21	24	
7	8	9	10	11	12	13	14	16	17	18	20	21	22	25	
7	8	9	10	11	12	13	14	16	17	18	20	22	24	25	
7	8	9	10	11	12	13	14	16	17	18	20	23	24	25	
7	8	9	10	11	12	13	14	16	18	20	21	22	23	25	
7	8	9	10	11	13	14	15	16	17	19	20	21	22	23	
7	8	9	10	11	13	14	16	17	18	20	21	23	24	25	
7	8	10	11	12	13	14	16	17	18	20	22	23	24	25	
7	8	10	11	12	13	15	17	18	19	20	21	22	24	25	
7	8	10	11	13	15	16	17	18	19	20	21	22	24	25	
7	8	11	12	13	15	16	17	18	19	20	21	22	24	25	
7	9	10	11	12	13	14	15	16	17	18	19	20	21	24	
7	9	10	11	12	13	14	15	16	17	18	19	20	22	25	
7	9	10	11	12	13	14	15	16	17	18	20	21	24	25	
7	9	10	11	12	13	14	15	17	18	20	21	22	24	25	
7	9	10	11	12	13	15	16	17	18	19	20	22	24	25	
7	9	10	11	12	13	15	17	18	19	20	21	22	24	25	
7	10	11	12	13	14	16	17	18	20	21	22	23	24	25	
8	9	10	11	12	13	14	15	16	17	19	20	22	24	25	
8	9	10	11	13	14	15	16	17	18	20	21	22	23	25	
8	9	10	11	13	14	15	16	17	19	20	21	22	23	24	
